title,link,desc
【套餐】惠普(HP) HP15-ac196TX 15.6英寸笔记本+吉选 WM1001 可充电静音无线鼠标黑色,,http://product.suning.com/945000316.html
【套餐】惠普(HP) HP15-ac196TX 15.6英寸笔记本+罗技（Logitech）M100r有线鼠标 白色,,http://product.suning.com/945000312.html
惠普(HP) HP15-ac196TX 15.6英寸笔记本(i5-4210U 4G 500GB R5 M330 2G),"4999.,限时促销,商家承担关税,定金：",http://product.suning.com/139101318.html
ThinkPad T450(20BVA00UCD) （i5-5200U 4G 500G 1G独显win7 内置3芯外置6芯）,"4999.,限时促销,商家承担关税,定金：",http://product.suning.com/127799185.html
华硕（ASUS）W519LI 15.6英寸笔记本电脑（I7-5500U 4G 1TB 2G独显 R5-M320 Win10 黑色）,"4999.,限时促销,商家承担关税,定金：",http://product.suning.com/144969582.html
三星（SAMSUNG）270E5K-X0A 15.6英寸笔记本电脑（i3-5005U 4G 500G 2G独显 WIN10 蓝牙4.0）曜月黑,"4999.,限时促销,商家承担关税,定金：",http://product.suning.com/139591941.html
【套餐】家用笔记本电脑 DELL INS15CR-4528BB+雷柏M17无线光标鼠标,,http://product.suning.com/940001220.html
,,http://product.suning.com/125315631.html
联想（Lenovo）天逸100 15.6英寸笔记本电脑（I5-5200U 4G内存 500G 2G独显 DVD Win10）黑色,"4999.,限时促销,商家承担关税,定金：",http://product.suning.com/136368730.html
海尔(haier)笔记本S410-N2940G40500NDUH(N2940 4G 500G 集显 DOS),"4999.,限时促销,商家承担关税,定金：",http://product.suning.com/129513425.html
【套餐】三星(SAMSUNG)370E4J-K06+电脑包套餐,,http://product.suning.com/945000734.html
三星(SAMSUNG)370E4J-K06 14英寸超薄笔记本（双核CEL-N2840 4G 500G 核心显卡 Win10 蓝牙4.0) 皓月白,"4999.,限时促销,商家承担关税,定金：",http://product.suning.com/136061030.html
ThinkPad E550C(20E0A00RCD)15.6英寸笔记本电脑(i5-4210U 4G 500G 2G独显 win8.1),"4999.,限时促销,商家承担关税,定金：",http://product.suning.com/131019065.html
惠普(HP) HP15-ac672TX 15.6英寸笔记本(i7-4510U/4GB/500GB/R5M330 2G）,"4999.,限时促销,商家承担关税,定金：",http://product.suning.com/146302855.html
【套餐】戴尔(DELL)Vostro 15-3546R-1107BB15英寸笔记本+吉选KM830U+U有线键鼠套装,,http://product.suning.com/940001229.html
【套餐】戴尔(DELL)Vostro15-3546R-1107BB15英寸笔记本+旅之星travelstar 硬盘1TB,,http://product.suning.com/940001226.html
【套餐】戴尔(DELL)Vostro 15-3546R-1107BB 15英寸笔记本电脑+闪迪 8g u盘,,http://product.suning.com/940001223.html
戴尔(DELL)Vostro 15-3546R-1107BB 15英寸笔记本电脑(Cel 2957U 4G 500G),"4999.,限时促销,商家承担关税,定金：",http://product.suning.com/139588107.html
华硕（ASUS）FX50 15.6英寸游戏本电脑（I5-4200H 4G 5400转1T GTX950M 2G独显 Win10 黑红）,"4999.,限时促销,商家承担关税,定金：",http://product.suning.com/136446381.html
